Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,M4b,M4n,SQU03_6_1_1,SQU03_6_1_2,K4b,K4n,R3s,R3n,R4s,R4n,M1n,M3n,M3m,M390,K1n,K1m,K150,K190,K2n,K2m,K250,K290,K3n,K3m,K350,K390,R5n,R5b,R0n,P1b,P1n
2018,1,Eng,Eng,England,897,3308,190,428,.,.,.,.,1212,1609,.,.,7822,8058,201,3238,92,405,1405,1167,131.6186804,179.5412168,7616,76.16717435,71.26333813,120.0676186,5150,86.78953398,41.46252427,207.4003883,706,57.35864023,48.95609065,97.31586402,.,.,.,.,.
2018,1,North East and Yorkshire,Y63,North East and Yorkshire,140,565,44,91,.,.,.,.,197,248,.,.,1025,1045,44,556,28,89,224,186,126.5860215,180.1129032,988,76.67908232,68.75855263,116.2946862,757,94.21704095,43.78071334,230,99,53.90909091,45.09090909,92.45454545,.,.,.,.,.
2018,1,North West,Y62,North West,131,418,19,44,.,.,.,.,96,130,.,.,1003,1023,27,413,8,44,186,145,141.5103448,198.8,997,71,74,138,761,80.5,44,185,89,65.8,56,110,.,.,.,.,.
2018,1,Midlands,Y60,Midlands,155,645,29,67,.,.,.,.,291,375,.,.,2150,2240,27,624,11,57,284,246,127.6056911,168.3634146,1977,74.70069971,74.15975384,118.0428764,998,96.20160321,50.53106212,216.3837675,133,61.73233083,53.63157895,103.7293233,.,.,.,.,.
2018,1,East of England,Y61,East of England,113,384,20,39,.,.,.,.,144,164,.,.,387,387,23,381,10,39,138,110,132.3636364,174.2,387,74.53333296,67.99999968,113.1999998,623,92.7,46,214,95,55.9,47,97,.,.,.,.,.
2018,1,London,Y56,London,136,412,27,49,.,.,.,.,189,263,.,.,1077,1104,28,404,15,47,144,123,135.7317073,179.6,1098,76,66,114,614,83.3,32,214,91,44.8,37,72,.,.,.,.,.
2018,1,South East,Y59,South East,114,469,24,76,.,.,.,.,128,188,.,.,1324,1374,29,452,12,69,217,171,127.7251462,173.405848,1306,71.83154671,64.91577335,108.0245023,786,78.95954198,37.96437659,192.0597964,126,58.07142857,48.69047619,103.531746,.,.,.,.,.
2018,1,South West,Y58,South West,108,415,27,62,.,.,.,.,167,241,.,.,856,885,23,408,8,60,212,186,134.6666667,187.5,863,92.41666667,82.1,137.3333333,611,77.6,30,199,73,60.1,55,98,.,.,.,.,.
2018,1,Y59,R1F,ISLE OF WIGHT NHS TRUST,5,14,2,4,.,.,.,.,7,9,.,.,38,40,2,14,2,4,2,1,142,142,.,.,.,.,20,49.9,25,134,1,.,.,.,.,.,.,.,.
2018,1,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,136,412,27,49,.,.,.,.,189,263,.,.,1077,1104,28,404,15,47,144,123,135.7317073,179.6,1098,76,66,114,614,83.3,32,214,91,44.8,37,72,.,.,.,.,.
2018,1,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,65,258,22,38,.,.,.,.,83,96,.,.,425,435,18,255,14,37,109,90,109.8111111,157.3,435,77.5,69.85,115.0166667,336,88.6,41,230,45,52.6,41,99,.,.,.,.,.
2018,1,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,131,418,19,44,.,.,.,.,96,130,.,.,1003,1023,27,413,8,44,186,145,141.5103448,198.8,997,71,74,138,761,80.5,44,185,89,65.8,56,110,.,.,.,.,.
2018,1,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,75,307,22,53,.,.,.,.,114,152,.,.,600,610,26,301,14,52,115,96,142.3125,201.5,553,76.03333333,67.9,117.3,421,98.7,46,230,54,55,48.5,87,.,.,.,.,.
2018,1,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,36,217,7,23,.,.,.,.,83,106,.,.,615,626,8,208,3,20,142,119,137.5798319,185.4,607,80.68333333,94.83333333,142.9666667,468,91.9,50,197,71,60.8,52,100,.,.,.,.,.
2018,1,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,119,428,22,44,.,.,.,.,208,269,.,.,1535,1614,19,416,8,37,142,127,118.2598425,152.4,1370,72.05,65,107,530,100,51,233.5,62,62.8,55.5,108,.,.,.,.,.
2018,1,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,113,384,20,39,.,.,.,.,144,164,.,.,387,387,23,381,10,39,138,110,132.3636364,174.2,387,74.53333296,67.99999968,113.1999998,623,92.7,46,214,95,55.9,47,97,.,.,.,.,.
2018,1,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,71,308,10,28,.,.,.,.,71,116,.,.,456,482,11,304,3,28,131,101,131.2277228,177,472,68,63,101,441,78.7,40,194,65,65.4,51,119,.,.,.,.,.
2018,1,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,38,147,12,44,.,.,.,.,50,63,.,.,830,852,16,134,7,37,84,69,122.3913043,168.6,834,74,66,112,325,81.1,36,193,60,51.1,47,88.5,.,.,.,.,.
2018,1,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,108,415,27,62,.,.,.,.,167,241,.,.,856,885,23,408,8,60,212,186,134.6666667,187.5,863,92.41666667,82.1,137.3333333,611,77.6,30,199,73,60.1,55,98,.,.,.,.,.
2018,2,Eng,Eng,England,825,2781,222,431,.,.,.,.,.,.,.,.,7036,7260,238,2719,113,408,1181,1018,130.502947,180.7280943,6990,79.68874106,71.1354721,117.0887721,4446,86.01270805,42.03936122,210.6637427,600,55.02733333,48.64666667,90.28833333,.,.,.,.,.
2018,2,North East and Yorkshire,Y63,North East and Yorkshire,131,440,46,85,.,.,.,.,.,.,.,.,943,955,41,436,22,82,186,161,128.9068323,180.1614907,915,80.27229508,72.13650273,114.4772678,687,91.93537118,44.2139738,232.4279476,97,54.47628866,44.94845361,97.02061856,.,.,.,.,.
2018,2,North West,Y62,North West,117,323,26,41,.,.,.,.,.,.,.,.,893,918,32,318,16,40,138,110,141.0545455,185.6,918,87,75,135,646,79.9,44,187,71,64.5,56,102,.,.,.,.,.
2018,2,Midlands,Y60,Midlands,151,561,35,61,.,.,.,.,.,.,.,.,1934,2003,41,549,15,55,229,204,129.8970588,188.15,1818,78.73208654,71.41639164,111.7512468,809,91.68838072,47.21013597,210.1285538,107,62.65233645,53.58878505,102.9439252,.,.,.,.,.
2018,2,East of England,Y61,East of England,81,302,17,35,.,.,.,.,.,.,.,.,263,265,25,296,10,34,115,103,131.9223301,178.8,265,69.75,66,102.4,570,91.5,49,213,84,58,54,91,.,.,.,.,.
2018,2,London,Y56,London,161,416,45,72,.,.,.,.,.,.,.,.,1004,1043,42,397,21,67,132,118,126.7627119,160,1025,78,67,118,521,77.1,28,214,89,40.4,32,70,.,.,.,.,.
2018,2,South East,Y59,South East,103,413,25,73,.,.,.,.,.,.,.,.,1164,1217,34,405,16,70,207,170,123.2235294,183.7141176,1213,71.84770541,64.78355317,104.3443666,638,80.20376176,40.04231975,198.6410658,87,49.82528736,45.56321839,80.18390805,.,.,.,.,.
2018,2,South West,Y58,South West,81,326,28,64,.,.,.,.,.,.,.,.,835,859,23,318,13,60,174,152,135.4539474,181.9,836,89.7,81.1,133.9166667,575,86.9,38,220,65,56.1,58,87,.,.,.,.,.
2018,2,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,9,1,2,.,.,.,.,.,.,.,.,34,34,0,9,0,2,1,1,148,148,34,63.26666667,59.85,87.81666667,14,33.2,18.5,73,1,.,.,.,.,.,.,.,.
2018,2,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,161,416,45,72,.,.,.,.,.,.,.,.,1004,1043,42,397,21,67,132,118,126.7627119,160,1025,78,67,118,521,77.1,28,214,89,40.4,32,70,.,.,.,.,.
2018,2,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,59,175,19,34,.,.,.,.,.,.,.,.,391,393,15,171,7,31,89,80,122.225,170.2,393,85.15,76.96666667,120.9333333,274,84,37,218,48,56.8,50,95,.,.,.,.,.
2018,2,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,117,323,26,41,.,.,.,.,.,.,.,.,893,918,32,318,16,40,138,110,141.0545455,185.6,918,87,75,135,646,79.9,44,187,71,64.5,56,102,.,.,.,.,.
2018,2,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,72,265,27,51,.,.,.,.,.,.,.,.,552,562,26,265,15,51,97,81,135.5061728,190,522,76.6,68.5,109.6166667,413,97.2,49,242,49,52.2,40,99,.,.,.,.,.
2018,2,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,49,201,11,23,.,.,.,.,.,.,.,.,513,523,10,196,5,21,99,85,128.5647059,185,518,92.86666667,82.5,140.95,362,85.5,45,193,43,60.2,50,85,.,.,.,.,.
2018,2,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,102,360,24,38,.,.,.,.,.,.,.,.,1421,1480,31,353,10,34,130,119,130.8487395,190.4,1300,73.1,67,100.1166667,447,96.7,49,224,64,64.3,56,115,.,.,.,.,.
2018,2,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,81,302,17,35,.,.,.,.,.,.,.,.,263,265,25,296,10,34,115,103,131.9223301,178.8,265,69.75,66,102.4,570,91.5,49,213,84,58,54,91,.,.,.,.,.
2018,2,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,62,277,12,33,.,.,.,.,.,.,.,.,396,411,22,274,8,31,118,95,129.2631579,190.8,399,71.46666667,61.78333333,105.3833333,349,69.8,37,164,42,59,53,98,.,.,.,.,.
2018,2,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,39,127,12,38,.,.,.,.,.,.,.,.,734,772,12,122,8,37,88,74,115.1351351,175.1,780,72.41666667,66.53333333,104.5333333,275,95.8,45,249,44,42.2,39.5,65,.,.,.,.,.
2018,2,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,81,326,28,64,.,.,.,.,.,.,.,.,835,859,23,318,13,60,174,152,135.4539474,181.9,836,89.7,81.1,133.9166667,575,86.9,38,220,65,56.1,58,87,.,.,.,.,.
2018,3,Eng,Eng,England,875,3016,245,442,.,.,.,.,.,.,.,.,.,.,265,2933,117,413,1342,1136,136.028169,182.6829225,7845,78.59519864,70.86561292,121.9915912,4786,88.15946511,41.25992478,220.9450481,639,55.01298905,48.12519562,91.18466354,.,.,.,.,.
2018,3,North East and Yorkshire,Y63,North East and Yorkshire,125,468,36,75,.,.,.,.,.,.,.,.,.,.,40,453,20,65,229,205,135.9707317,177.955122,930,77.41603943,72.27715054,115.4230287,721,84.75145631,43.23994452,205.3522885,96,49,42.375,80.41666667,.,.,.,.,.
2018,3,North West,Y62,North West,120,357,26,54,.,.,.,.,.,.,.,.,.,.,24,357,11,51,165,131,139.6870229,183,919,79,70,125,708,78.4,39.5,192,80,61.5,58.5,103,.,.,.,.,.
2018,3,Midlands,Y60,Midlands,167,594,37,73,.,.,.,.,.,.,.,.,.,.,50,572,18,66,277,241,131.1784232,173.7701245,2157,75.58859527,76.54318498,122.4482615,910,104.5797802,51.16703297,259.1692308,120,54.1,48,87.5,.,.,.,.,.
2018,3,East of England,Y61,East of England,95,333,18,29,.,.,.,.,.,.,.,.,.,.,35,326,10,29,160,132,137.3863636,178.9,481,75.45,47,112,600,87.7,44,218.5,86,60.6,53,102,.,.,.,.,.
2018,3,London,Y56,London,133,423,37,58,.,.,.,.,.,.,.,.,.,.,35,406,12,55,137,115,128.2173913,174.6,1145,79,68,126,537,76.8,29,215,77,50.5,36,89,.,.,.,.,.
2018,3,South East,Y59,South East,141,475,58,92,.,.,.,.,.,.,.,.,.,.,47,458,28,87,217,179,132.0670391,171.0558659,1403,77.90724638,67.7464956,114.5272392,739,83.33856563,41.1082544,215.3558863,113,53.66902655,47.46017699,87.46902655,.,.,.,.,.
2018,3,South West,Y58,South West,94,366,33,61,.,.,.,.,.,.,.,.,.,.,34,361,18,60,157,133,152.037594,232.2,810,89.98333333,78.73333333,138.1,571,95.8,34,231,67,57.8,53,94,.,.,.,.,.
2018,3,Y59,R1F,ISLE OF WIGHT NHS TRUST,3,9,3,4,.,.,.,.,.,.,.,.,.,.,3,9,3,4,0,0,.,.,26,54.5,55.91666667,78.26666667,16,60.1,39,144,1,.,.,.,.,.,.,.,.
2018,3,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,133,423,37,58,.,.,.,.,.,.,.,.,.,.,35,406,12,55,137,115,128.2173913,174.6,1145,79,68,126,537,76.8,29,215,77,50.5,36,89,.,.,.,.,.
2018,3,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,61,192,15,27,.,.,.,.,.,.,.,.,.,.,18,185,10,25,104,93,120.2903226,172,365,73.7,71.7,102.5333333,312,64.5,37,156,52,49,41,85,.,.,.,.,.
2018,3,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,120,357,26,54,.,.,.,.,.,.,.,.,.,.,24,357,11,51,165,131,139.6870229,183,919,79,70,125,708,78.4,39.5,192,80,61.5,58.5,103,.,.,.,.,.
2018,3,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,64,276,21,48,.,.,.,.,.,.,.,.,.,.,22,268,10,40,125,112,148.9910714,182.9,565,79.81666667,72.65,123.75,409,100.2,48,243,44,49,44,75,.,.,.,.,.
2018,3,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,55,219,15,26,.,.,.,.,.,.,.,.,.,.,14,208,3,23,122,109,142.8348624,194.2,558,100.2,86.26666667,166.7166667,436,97.6,47,230,60,55,50,84.5,.,.,.,.,.
2018,3,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,112,375,22,47,.,.,.,.,.,.,.,.,.,.,36,364,15,43,155,132,121.5530303,156.9,1599,67,73.15,107,474,111,55,286,60,53.2,46,90.5,.,.,.,.,.
2018,3,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,95,333,18,29,.,.,.,.,.,.,.,.,.,.,35,326,10,29,160,132,137.3863636,178.9,481,75.45,47,112,600,87.7,44,218.5,86,60.6,53,102,.,.,.,.,.
2018,3,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,68,297,22,39,.,.,.,.,.,.,.,.,.,.,16,291,8,36,133,112,142.1428571,180.9,497,74.6,66.5,109.1833333,389,76.6,40,204,53,65,60,103,.,.,.,.,.
2018,3,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,70,169,33,49,.,.,.,.,.,.,.,.,.,.,28,158,17,47,84,67,115.2238806,154.6,880,80.46666667,68.8,118.6166667,334,92.3,42.5,232,59,44.4,37,75,.,.,.,.,.
2018,3,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,94,366,33,61,.,.,.,.,.,.,.,.,.,.,34,361,18,60,157,133,152.037594,232.2,810,89.98333333,78.73333333,138.1,571,95.8,34,231,67,57.8,53,94,.,.,.,.,.
2018,4,Eng,Eng,England,785,2482,180,338,.,.,.,.,1236,1544,.,.,.,.,259,2396,99,325,1341,1109,129.8440036,178.9332732,7383,72.67873945,66.17105061,106.8392049,4764,84.44939127,41.10495382,200.8688077,713,57.16255259,49.52314165,96.53997195,970,625,6345,.,.
2018,4,North East and Yorkshire,Y63,North East and Yorkshire,135,428,35,62,.,.,.,.,135,179,.,.,.,.,51,420,17,62,210,183,125.2349727,173.8644809,1679,79.25247171,71.04952353,116.5036728,708,90.86836158,45.41949153,203.9081921,98,54.56326531,41.96938776,99.04081633,155,91,1015,.,.
2018,4,North West,Y62,North West,115,308,22,41,.,.,.,.,107,149,.,.,.,.,26,303,10,39,175,144,139.9305556,192.7,891,72,66,109,713,77.7,43,178,84,59.7,53.5,105,129,84,622,.,.
2018,4,Midlands,Y60,Midlands,132,484,32,65,.,.,.,.,336,381,.,.,.,.,62,469,23,62,299,257,124.5836576,173.1789883,1554,70.82072072,65.85630631,103.8783784,953,97.57229801,46.40293809,232.2791186,152,62.11184211,52.46052632,101.3289474,172,100,1447,.,.
2018,4,East of England,Y61,East of England,87,292,25,43,.,.,.,.,136,145,.,.,.,.,29,286,17,42,115,91,128.1758242,181,356,69.93333333,64,102,511,81.9,46,189,88,60.6,55.5,103,113,85,908,.,.
2018,4,London,Y56,London,117,336,21,35,.,.,.,.,194,263,.,.,.,.,32,331,12,33,143,120,131.3083333,166.2,1068,68,61,102,587,76.2,28,213,111,44.2,39,74,155,105,869,.,.
2018,4,South East,Y59,South East,104,349,24,56,.,.,.,.,132,189,.,.,.,.,33,305,11,53,208,162,124.9506173,166.5839506,1077,65.34011142,60.71669762,94.94715258,703,78.42048364,37.64153627,189.3769559,116,57.94224138,52.79310345,95.12931034,135,85,759,.,.
2018,4,South West,Y58,South West,95,285,21,36,.,.,.,.,196,238,.,.,.,.,26,282,9,34,191,152,139.7894737,203.7,758,81.03333333,72.26666667,114.95,589,81.3,38,186,64,62.4,53,103,111,75,725,.,.
2018,4,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,11,0,0,.,.,.,.,4,5,.,.,.,.,3,11,0,0,4,1,140,140,49,68.3,61.25,94.58333333,14,45.5,24.5,105,1,.,.,.,4,1,18,.,.
2018,4,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,117,336,21,35,.,.,.,.,194,263,.,.,.,.,32,331,12,33,143,120,131.3083333,166.2,1068,68,61,102,587,76.2,28,213,111,44.2,39,74,155,105,869,.,.
2018,4,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,53,144,21,27,.,.,.,.,63,87,.,.,.,.,24,141,13,28,95,80,109.725,150,451,67.23333333,62.51666667,97,323,77.6,34,174,60,49.6,41,84.5,60,49,320,.,.
2018,4,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,115,308,22,41,.,.,.,.,107,149,.,.,.,.,26,303,10,39,175,144,139.9305556,192.7,891,72,66,109,713,77.7,43,178,84,59.7,53.5,105,129,84,622,.,.
2018,4,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,82,284,14,35,.,.,.,.,72,92,.,.,.,.,27,279,4,34,115,103,137.2815534,192.4,1228,83.66666667,74.18333333,123.6666667,385,102,55,229,38,62.4,43.5,122,95,42,695,.,.
2018,4,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,48,156,13,21,.,.,.,.,88,108,.,.,.,.,16,148,7,19,147,121,128.4876033,179,476,83.55,76.81666667,126.25,403,88.8,49,204,70,55.8,53,90,61,29,434,.,.
2018,4,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,84,328,19,44,.,.,.,.,248,273,.,.,.,.,46,321,16,43,152,136,121.1102941,168,1078,65.2,61.01666667,94,550,104,44.5,253,82,67.5,52,111,111,71,1013,.,.
2018,4,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,87,292,25,43,.,.,.,.,136,145,.,.,.,.,29,286,17,42,115,91,128.1758242,181,356,69.93333333,64,102,511,81.9,46,189,88,60.6,55.5,103,113,85,908,.,.
2018,4,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,63,212,18,44,.,.,.,.,65,94,.,.,.,.,18,209,9,42,116,89,131.0898876,171.4,446,65.35,60.26666667,98.05,376,76.5,37,192,61,66.1,61,103,84,69,415,.,.
2018,4,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,37,126,6,12,.,.,.,.,63,90,.,.,.,.,12,85,2,11,88,72,117.1527778,161,582,65.08333333,61.01666667,92.6,313,82.2,39,190,54,49.8,44.5,88,47,15,326,.,.
2018,4,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,95,285,21,36,.,.,.,.,196,238,.,.,.,.,26,282,9,34,191,152,139.7894737,203.7,758,81.03333333,72.26666667,114.95,589,81.3,38,186,64,62.4,53,103,111,75,725,.,.
2018,5,Eng,Eng,England,780,2462,194,345,.,.,.,.,.,.,.,.,7501,7621,240,2402,93,324,1420,1187,127.0488627,170.8980623,6946,72.46258758,65.16055524,107.46408,5008,78.37913339,36.98901757,193.711861,718,54.98440111,47.70473538,92.70194986,.,.,6587,.,.
2018,5,North East and Yorkshire,Y63,North East and Yorkshire,106,401,26,52,.,.,.,.,.,.,.,.,900,911,43,391,13,48,231,201,118.0696517,157.4268657,878,73.20821944,66.4230448,105.1238041,679,86.23402062,39.70103093,201.5051546,90,58.44444444,53.33333333,96.33333333,.,.,1039,.,.
2018,5,North West,Y62,North West,97,279,25,45,.,.,.,.,.,.,.,.,940,957,28,273,13,42,154,124,130.5725806,171.4,957,72,66,108,716,75.1,40,192,74,54.7,47,91,.,.,565,.,.
2018,5,Midlands,Y60,Midlands,146,465,41,61,.,.,.,.,.,.,.,.,2033,2056,52,453,21,60,293,237,126.2827004,169.9240506,1444,73.03709603,66.05319714,108.4102147,950,84.29989474,42.44105263,196.1526316,127,51.91889764,44.53543307,91.96062992,.,.,1648,.,.
2018,5,East of England,Y61,East of England,94,281,18,32,.,.,.,.,.,.,.,.,499,514,32,276,15,31,142,114,133.5175439,170.7,514,73.5,66.5,108.5,569,79.8,41,184,92,63.4,58,107,.,.,816,.,.
2018,5,London,Y56,London,130,336,34,57,.,.,.,.,.,.,.,.,1156,1175,31,325,12,51,126,106,125.3490566,157,1171,69,60,105,651,70.3,27,197,110,42.5,36,80,.,.,845,.,.
2018,5,South East,Y59,South East,113,381,24,46,.,.,.,.,.,.,.,.,1149,1175,28,375,11,44,235,200,124.165,175.024,1149,69.70017406,61.68990426,102.8239774,775,74.71819355,36.61806452,194.7651613,133,59.73759398,48.97744361,97.15037594,.,.,912,.,.
2018,5,South West,Y58,South West,94,319,26,52,.,.,.,.,.,.,.,.,824,833,26,309,8,48,239,205,134.702439,188.2,833,79.25,72.53333333,116.9,668,76.4,30,188,92,55.7,49,86,.,.,762,.,.
2018,5,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,12,0,1,.,.,.,.,.,.,.,.,53,53,0,13,0,1,0,0,.,.,51,74.66666667,63.63333333,107.4166667,13,39,32,61,2,.,.,.,.,.,19,.,.
2018,5,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,130,336,34,57,.,.,.,.,.,.,.,.,1156,1175,31,325,12,51,126,106,125.3490566,157,1171,69,60,105,651,70.3,27,197,110,42.5,36,80,.,.,845,.,.
2018,5,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,42,156,11,19,.,.,.,.,.,.,.,.,441,445,15,152,6,17,120,104,103.75,136,445,73.2,66.88333333,103.2333333,294,74.1,38,193,40,47.5,50,73,.,.,341,.,.
2018,5,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,97,279,25,45,.,.,.,.,.,.,.,.,940,957,28,273,13,42,154,124,130.5725806,171.4,957,72,66,108,716,75.1,40,192,74,54.7,47,91,.,.,565,.,.
2018,5,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,64,245,15,33,.,.,.,.,.,.,.,.,459,466,28,239,7,31,111,97,133.4226804,180.4,433,73.21666667,65.95,107.0666667,385,95.5,41,208,50,67.2,56,115,.,.,698,.,.
2018,5,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,53,172,13,18,.,.,.,.,.,.,.,.,500,509,18,166,6,17,149,121,132.553719,178,499,86.01666667,77.51666667,130.65,419,71.5,43,171,59,47.1,44,85,.,.,410,.,.
2018,5,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,93,293,28,43,.,.,.,.,.,.,.,.,1533,1547,34,287,15,43,144,116,119.7413793,161.5,945,66.18333333,60,96.66666667,531,94.4,42,216,68,56.1,45,98,.,.,1238,.,.
2018,5,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,94,281,18,32,.,.,.,.,.,.,.,.,499,514,32,276,15,31,142,114,133.5175439,170.7,514,73.5,66.5,108.5,569,79.8,41,184,92,63.4,58,107,.,.,816,.,.
2018,5,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,57,227,15,30,.,.,.,.,.,.,.,.,518,525,10,224,6,29,136,112,131.6517857,182.9,510,72.31666667,63.86666667,107.35,408,71.1,36,178,50,66.4,59,111,.,.,535,.,.
2018,5,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,52,142,9,15,.,.,.,.,.,.,.,.,578,597,18,138,5,14,99,88,114.6363636,165,588,67,59.63333333,98.5,354,80.2,37.5,219,81,57.1,44,91,.,.,358,.,.
2018,5,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,94,319,26,52,.,.,.,.,.,.,.,.,824,833,26,309,8,48,239,205,134.702439,188.2,833,79.25,72.53333333,116.9,668,76.4,30,188,92,55.7,49,86,.,.,762,.,.
2018,6,Eng,Eng,England,727,2312,186,329,.,.,.,.,.,.,.,.,.,.,265,2278,107,317,1332,1117,127.9973142,175.0361683,8435,74.21450504,66.20103734,111.8573547,4614,78.57084959,38.3899003,190.0062852,675,55.63985185,46.85481481,96.22666667,.,.,6005,3328,4671
2018,6,North East and Yorkshire,Y63,North East and Yorkshire,75,353,24,45,.,.,.,.,.,.,.,.,.,.,43,368,20,45,206,181,123.1712707,173.4143646,1807,78.0110035,69.94987087,118.8108652,684,87.97894737,43.35233918,206.9722222,94,60.42553191,51.39361702,114.6382979,.,.,1184,539,744
2018,6,North West,Y62,North West,105,277,25,38,.,.,.,.,.,.,.,.,.,.,33,273,16,38,186,148,129.9864865,175.5,957,72,64,111,673,75.8,40,190,93,57,48,93,.,.,573,22,35
2018,6,Midlands,Y60,Midlands,128,437,34,64,.,.,.,.,.,.,.,.,.,.,39,424,14,61,260,221,120.357466,165.2986425,1931,71.23160711,64.53612118,105.8861747,917,83.4827699,45.90294438,204.523446,118,62.93559322,50.33898305,104.2711864,.,.,1311,461,673
2018,6,East of England,Y61,East of England,85,257,16,26,.,.,.,.,.,.,.,.,.,.,26,250,9,24,145,123,130.804878,169.6,723,77.7,69,115.6,504,69.7,40,153,76,55.5,50.5,98,.,.,678,135,251
2018,6,London,Y56,London,105,273,28,40,.,.,.,.,.,.,.,.,.,.,33,264,16,37,135,112,129.5982143,163,994,73,63,108,520,75.7,29,204,94,40.2,31,71,.,.,704,1283,1498
2018,6,South East,Y59,South East,137,418,33,54,.,.,.,.,.,.,.,.,.,.,59,407,18,51,212,172,129.9011628,180.8,1204,68.64051772,61.55820875,101.5111296,704,70.73636364,33.58096591,171.6505682,114,55.05701754,47.21929825,90.61403509,.,.,801,539,726
2018,6,South West,Y58,South West,92,297,26,62,.,.,.,.,.,.,.,.,.,.,32,292,14,61,188,160,136.84375,196.3,819,82.05,72.66666667,128.1833333,612,82.5,32,189,86,56.7,49.5,102,.,.,754,349,744
2018,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,3,9,1,4,.,.,.,.,.,.,.,.,.,.,2,10,2,4,0,0,.,.,41,71.66666667,66.4,105.6666667,9,101.2,40,481,1,.,.,.,.,.,20,18,31
